epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,417.032,1.29342,1.7324,1.44609,0.69265,0.61642,0.67232,0.47206,1.21632,1.27611,1.39837,0.001486,0.001486,0.001486
88,421.566,1.28132,1.65956,1.41712,0.6632,0.60426,0.67755,0.47831,1.20684,1.25497,1.39144,0.001387,0.001387,0.001387
89,426.384,1.34381,1.74248,1.44974,0.75672,0.55936,0.68417,0.48298,1.19091,1.23658,1.38216,0.001288,0.001288,0.001288
90,430.849,1.34653,1.72306,1.44752,0.70771,0.59712,0.69925,0.49209,1.177,1.2222,1.37348,0.001189,0.001189,0.001189
91,440.202,1.36528,1.72741,1.50803,0.72215,0.59308,0.68799,0.47858,1.17432,1.21342,1.37026,0.00109,0.00109,0.00109
92,444.531,1.39212,1.67962,1.51273,0.72905,0.59307,0.67374,0.469,1.17961,1.21564,1.37475,0.000991,0.000991,0.000991
93,448.902,1.37714,1.66987,1.5105,0.67131,0.63565,0.67694,0.47577,1.184,1.22438,1.37811,0.000892,0.000892,0.000892
94,453.316,1.38688,1.64036,1.52609,0.65393,0.65007,0.68693,0.48105,1.18644,1.22035,1.37922,0.000793,0.000793,0.000793
95,457.742,1.36516,1.65895,1.51434,0.66607,0.63696,0.693,0.48546,1.18139,1.21112,1.37694,0.000694,0.000694,0.000694
96,462.171,1.34105,1.58427,1.49138,0.66388,0.65104,0.69654,0.49225,1.17646,1.202,1.37181,0.000595,0.000595,0.000595
97,466.527,1.32093,1.59427,1.50314,0.64965,0.66274,0.69941,0.49577,1.16874,1.19381,1.36535,0.000496,0.000496,0.000496
98,470.928,1.32908,1.62019,1.49942,0.64761,0.66938,0.70145,0.50078,1.16325,1.1848,1.35974,0.000397,0.000397,0.000397
99,473.472,1.31446,1.58391,1.47826,0.65681,0.65936,0.70408,0.50095,1.15905,1.17944,1.35815,0.000298,0.000298,0.000298
100,475.933,1.34763,1.62342,1.49119,0.69031,0.63834,0.70594,0.50424,1.15543,1.17469,1.35661,0.000199,0.000199,0.000199
